,NOR,KEN,FRA,HUN,BHR,CAN,JAM,NIC,ECU,MEX,DEU,SVN,LBN,UZB,HND,PRT,SVK,CZE,ROU,MLT,FIN,GBR,ISL,LVA,CYP,MYS,PHL,ZAF,PRY,PER,GUY,BIH,CHE,ZMB,URY,COL,RUS,ZWE,BGR,CHN,IND,NAM,AUT,JPN,GRC,SGP,PAK,KOR,SWZ,CHL,LSO,LTU,VNM,LCA,ARE,NLD,MDA,GTM,BRA,TUR,LKA,MNG,USA,MAR,BRN,AZE,MKD,BRB,UKR,LUX,HRV,SEN,BWA,NZL,CIV,SRB,ITA,MDG,MNE,SAU,CRI,BEL,KAZ,IRL,EST,HKG,DOM,TZA,IDN,BOL,AUS,GEO,DZA,EGY,SWE,SLV,ISR,DNK,TUN,BLR,ESP,MWI,ARG,AND,POL
FIN,7.275103669370357e-05,1.8155926685071347e-09,0.0003957754198572072,0.07397196297489503,0.0,0.0004907939052005533,0.0,0.0,0.0,0.02647408696581605,2.3755885724702478e-08,0.00017090252417631592,0.0,0.0,1.3024695760268244e-05,1.6151565463720795e-07,0.002025686354109006,0.0006072197431465048,0.0021880218858714015,0.0,0.0,0.00023451516122270332,0.0,0.0005302248343996059,0.0,1.0938816341959129e-06,7.112380601389611e-08,0.00020063662680908965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022488354273203894,0.02162832515290493,0.0,0.00027053340513029383,0.11390723238684025,0.13293749500948937,0.0,6.52614594298641e-05,9.261424924736543e-07,0.000170484043685509,0.0,0.0,1.968156609539852e-07,0.0,8.993615299999845e-05,0.0,0.001091045592852501,1.9939974049477676e-05,0.0,0.00014273488766488828,0.00020270580332431155,0.0,0.0,0.004130571502351502,0.001147074569021942,7.671393902773878e-05,0.0,8.760686762013293e-06,0.0,0.0,0.0,4.0173340853060576e-05,0.0,0.0023394197949002517,1.1390105199881946e-07,6.0589273104537566e-05,0.0,0.0,3.3673085896341236e-05,0.0,5.199220919371958e-05,2.7834395487820774e-05,0.0,0.0,0.0,1.3047842568851407e-05,3.1857427089959065e-05,0.0,0.002576051443172361,0.00024332536164386337,0.0010248028900319845,0.0,0.0,0.0001262741502862518,0.0,0.0014757293074650843,7.330917903493125e-07,0.0,0.0,2.1508250747812835e-08,2.3204878327789484e-06,2.5905565159812474e-07,5.458819405770025e-07,0.0,1.612342563365674e-05,9.509399007341364e-05,0.0,0.0001497519155996284,0.0,0.03965642941994494
GBR,0.0009426742408823803,7.706746168438722e-08,0.0035599009783499453,0.022230378032185714,0.0,0.0035932361751861265,0.0,0.0,0.0,0.0013682735688414279,0.0195002762790724,0.0014175370420526784,0.0,3.3479687686047026e-08,1.8617459885628628e-06,0.015581600672460292,0.003328657040568032,0.19087835624961516,0.016156781811966905,0.00046270416195744147,0.0020940314705880244,2.925052316101979e-06,0.0,0.0014221496308983717,0.0,0.0008625273295940166,0.0013405109805246266,0.0011789876155150845,0.0,0.0,0.0,5.6079237836926685e-06,0.0027773501542078965,0.0,0.0,3.1169930348173526e-05,0.006097113183945682,0.0,0.0012671121285603355,0.0023428836345337064,0.0020230555710835873,0.0,0.005003201776353663,0.002045032833764051,0.002012905353060817,0.0011890382541131404,0.0,5.144766473343304e-05,0.0,4.078739555756032e-05,0.0,0.0002583828379502661,0.0007143771189696194,0.0,0.0010857088435951695,0.0004508988235386077,0.0,0.0,0.0007647950269527536,0.004920991179211217,0.0004041585996655441,0.0,0.0006968206784999842,0.00048294481423634525,0.0,0.0,5.3470417613245954e-05,0.0,0.0012984067843793293,0.00160327351609062,0.0006171675027010145,0.0,0.0,0.00013565892707279883,0.0,0.0004388058203596628,0.018279182273716253,0.0,0.0,0.0,2.698634534038736e-06,0.0016037979246658258,0.0,0.01923502206031955,0.0023094996984988746,0.0013546539710668898,0.0,0.0,0.00014068209709663536,0.0,0.0013912699296523801,1.667122711505996e-05,0.0,0.0,0.005194252415294243,1.1796264146285189e-07,0.00680047397724529,0.006480731481309497,0.00017996188585010146,0.00035090232549029167,0.012828528306450482,0.0,9.86958251563858e-06,0.0,0.0166778779179842
ISL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LVA,0.018886811646155292,2.0039790183307137e-08,8.730534344788572e-05,0.00032648520839480993,0.0,8.602191409929196e-05,0.0,0.0,0.0,0.0006667310775957348,5.473917927128387e-05,1.1538135491474604e-05,0.0,7.675054895859185e-09,3.8257368831901755e-06,7.710439409322433e-05,0.00034365533209685794,0.00020420368710849152,0.00025501420498534155,6.7047951252398405e-06,7.944700806321555e-05,0.0005368513080228432,0.0,3.264060638807203e-05,0.0,0.00040785775576432734,7.491233712688394e-05,2.36362350305622e-05,0.0,0.0,0.0,2.2135841028690672e-06,2.751657626956285e-05,0.0,0.0,0.00017024862662078408,0.1716556989745442,0.0,2.286246373148031e-05,0.00198359425974923,0.0007928289995921386,0.0,3.771490533194059e-05,1.4834626529107709e-05,3.294950433301362e-05,6.984823047495111e-05,0.0,0.0003580599668675532,0.0,0.0003096045636731222,0.0,0.034581123990347795,3.06881318649196e-05,0.0,0.00013416613212227847,0.00015880543928486698,0.0,0.0,0.0005121669363418547,0.00014338202180924089,5.5960595490198885e-06,0.0,7.158320363054524e-05,0.00010660348323618271,0.0,0.0,6.581451340824949e-06,0.0,0.00316409593642199,1.3303597773107824e-06,1.2362279996085824e-05,0.0,0.0,2.2486892916960597e-05,0.0,2.7881482282737102e-05,5.6763362192727394e-05,0.0,0.0,0.0,3.6599121755494403e-06,1.2161806792861855e-05,0.0,9.527337569441158e-05,8.903702843526179e-05,0.0018401735915082906,0.0,0.0,2.5713308054445325e-05,0.0,7.215197073428006e-05,3.071009987152615e-07,0.0,0.0,0.0009840403238946154,6.801702424219291e-07,1.0814464939231883e-05,3.777645310692554e-05,6.0889379195731265e-06,0.040439110011501064,0.0014972616767457154,0.0,7.490184598851696e-05,0.0,0.00041568271202465734
CYP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYS,0.0,0.0,0.006950691776685879,0.0003575072523378581,0.0,0.0018134978281355923,0.0,0.0,0.0,0.03008152922986761,0.012710519368399295,0.0,0.0,0.0,0.0,0.0,0.0004704617594272305,0.0023743632229033837,0.00022625428004126956,0.0,0.0004015233570619841,0.0,0.0,0.0,0.0,0.0,0.0,0.00012157555440978117,0.0,0.0,0.0,0.0,0.000155663165671539,0.0,0.0,0.0,0.0,0.0,0.00022159751445339194,0.16290023510754703,0.0024893757702349724,0.0,0.0,0.0,0.0,0.031388506963660676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004982168730812272,0.015900183714025285,0.0,0.0,0.0033028998013834676,0.0,0.0,0.0,0.0361604914679122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012897701519911522,0.0,0.0,0.0,0.0,0.0,0.0,0.00011727457831643043,0.0,0.0,0.0,6.450571933994698e-05,0.09201240379907823,0.0,0.0,0.002283899449576933,0.0,0.001136382757827234,0.0,0.0,0.0,3.240750069609587e-05,0.0,0.0,4.0009460389351e-05,0.0,0.0,0.00011787503709975955,0.0,0.0,0.0,0.0005411706752373738
PHL,0.0,0.0,0.006793777639130472,0.000554089157089761,0.0,0.0022847274669662554,0.0,0.0,0.0,0.010167430086631018,0.02791584298425474,3.965721914532635e-05,0.0,0.0,0.0,8.296961515342041e-05,0.000244417371134175,0.0,0.0001693095711408121,0.00010396361862954114,0.0003186907963308621,0.0009139022289153517,0.0,3.56595262545179e-06,0.0,0.008389543541448205,0.0,0.00012044724937332113,0.0,0.0,0.0,0.0,0.0006578986184963862,0.0,0.0,0.0,0.0,0.0,0.00028046729250553873,0.10644876533616332,0.0006510025447220732,0.0,0.0005669820281189821,0.0,0.0,0.06053394916323093,0.0,0.0,0.0,0.0,0.0,0.0,0.0069181383279539556,0.0,0.0,0.016404851822858543,0.0,0.0,0.0007845583007857521,0.0003795285332479733,1.6847765047960526e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8023045834758223e-07,0.0,0.0,5.946881389978387e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15020061331609233,0.0,0.0,0.0010166216946505958,0.0,0.00021910043147610573,0.0,0.0,0.0,0.0,0.0,0.0,5.499484678214163e-05,0.0,0.0,7.670464498060975e-05,0.0,0.0,0.0,0.0016269917905598799
ZAF,0.0008329154794931897,0.0001466482691570469,0.0020161577016080696,0.011849031847187224,0.0,0.001612478325751475,0.0,0.0,0.0,0.015384843763768176,0.0006518725593520619,0.00039256772991818316,0.0,6.33947317824212e-08,4.4231560558327265e-05,0.0018151107570435925,0.0070674020202254415,0.01081007629856271,0.006998754760160507,0.0005041504287126534,0.0025693040008558103,0.005102115974308119,0.0,0.001253517664466737,0.0,0.0010054395396482125,0.0012979204765585215,0.0004971241836727451,0.0,0.0,0.0,3.670421256582227e-05,0.0021292561156895746,0.0,0.0,0.001735281252991191,0.006899461769440962,0.0,0.0008585077412396092,0.04928044987529105,0.01070970396332216,0.0,0.0012250125011062248,0.0006358514023276407,0.0008075225956999799,0.0024289425014819973,0.0,0.00025361069259226455,0.0,0.0034666005663551015,0.0,0.0018062752454380323,0.0004905505176959167,0.0,0.14132598944699415,0.06411177400366254,0.0,0.0,0.011494553369042797,0.0030482607078273515,0.00019101997582024902,0.0,0.00121164071683111,0.0009429282911559242,0.0,0.0,0.0001696154644827019,0.0,0.003943918588416178,0.0001132384507352898,0.0004164179008149148,0.0,0.0,0.00022806381074209548,0.0,0.0004625796848720224,0.005166077038175386,0.0,0.0,0.0,5.9872232249426476e-05,0.002078430183956276,0.0,0.0013138836769584971,0.005191167771113042,0.0593502395303481,0.0,0.0,0.0005877180643971011,0.0,0.0011238186727454533,9.197421722226214e-06,0.0,0.0,0.002575686303203565,7.130643582619577e-06,0.0022307955538807753,0.00114116424164022,0.0003450414521769848,0.00038943718804621246,0.003012655548927514,0.0,0.0010657367596217258,0.0,0.01589625845036685
PRY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHE,0.0026853795363175124,5.964772568593606e-07,0.03182498084308271,0.004038336107120176,0.0,0.00682035850670612,0.0,0.0,0.0,0.011251122545919656,0.0036507764353599275,0.0022918402169205066,0.0,5.270973200974814e-09,1.8737676452046254e-05,0.0010063619208691063,0.007943112834480726,0.001344797190045381,0.006925400776405089,0.00046396641994345513,0.0014852901144201396,0.000508545447057636,0.0,0.000604311764562264,0.0,0.0029730538933684775,0.0006582321028873452,0.002659732495613164,0.0,0.0,0.0,1.2509859857890598e-05,1.1473925190615622e-05,0.0,0.0,0.0006122384318296658,0.010554069525131094,0.0,0.0003212965790201421,0.09340446751357172,0.01377387554892798,0.0,0.00019123547237964286,0.00042137877806084094,0.0025239062629418023,0.0021518468891113234,0.0,0.01739850055974588,0.0,0.00015818515378557382,0.0,0.0014277238703672148,0.05912200855959416,0.0,0.003059452647392142,0.0037128839526328478,0.0,0.0,0.0053146810360449204,0.008565898769809498,0.028747907842026018,0.0,0.013283725691194358,0.00012679708239374536,0.0,0.0,4.552803989192771e-05,0.0,0.0007033311737613645,0.0008021839230767466,0.0003871542863384228,0.0,0.0,0.00029691598460227886,0.0,0.001684910980452139,0.013435430309119862,0.0,0.0,0.0,3.247175418204102e-05,9.2199471577786e-05,0.0,0.0069078064232841055,0.0002218650110472091,0.07052251855766904,0.0,0.0,0.00030452408446174204,0.0,0.0037898613026208067,4.2164841159086955e-06,0.0,0.0,0.0018701317719965723,1.6118920213591023e-06,2.7944757813823133e-05,0.0013074651398308225,0.0004096938895053493,6.281939229835616e-05,0.003461797340068069,0.0,0.0002551383480542015,0.0,0.021193616141986477
ZMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZWE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BGR,0.00016727205341841929,7.975295145059728e-08,0.0024323166548603226,0.0018058595918689457,0.0,0.009751638102025041,0.0,0.0,0.0,0.027405999792889005,0.0009527318440257711,0.0001264950583583986,0.0,3.295716175147937e-08,4.9149265177028685e-05,0.00040809247574787706,0.002232911728813168,0.00361925478030905,0.02122048193917945,0.0008616002022715003,0.0008114801174970724,0.0010865124466792192,0.0,0.00024560697775490215,0.0,0.0013853547622720154,0.0014463085763070432,0.0004056946213949234,0.0,0.0,0.0,7.7160571583856e-06,0.019670915828546295,0.0,0.0,0.0005847139979289947,0.004248045913100425,0.0,8.77908919195063e-05,0.10044895832576495,0.008910341965575478,0.0,0.00023333583299118833,0.026812627074204586,0.0004489443385452494,0.014923214580424428,0.0,0.014087064421843478,0.0,0.0010995401389209088,0.0,0.005843691510575131,0.002565564139774343,0.0,0.0006384024275778018,0.002596788498377975,0.0,0.0,0.009407674217433425,0.0014796476734031591,0.0005900966962025496,0.0,0.002079187366407044,0.0005551513255615866,0.0,0.0,0.0006386496160770807,0.0,0.0010290412724459647,0.00036271296573764974,0.00015152393260384927,0.0,0.0,7.574039061888353e-05,0.0,0.000718280042883721,0.017719414332799308,0.0,0.0,0.0,4.3209630793631636e-05,0.0050478387803380735,0.0,0.0006006004437329737,0.00021865822373107893,0.17125813400655926,0.0,0.0,0.009248333837028812,0.0,0.0007427155167656747,9.952514242668187e-06,0.0,0.0,0.00035141381414089507,8.717370240790725e-06,0.0001516795318769434,0.00012312700494004718,8.612594331567134e-05,0.0003615218962166277,0.0028765984977618987,0.0,0.0006373078833306228,0.0,0.009073166507453451
CHN,0.0,0.0,0.015597487423367631,0.0048257060895138155,0.0,0.0,0.0,0.0,0.0,0.13144044447315945,0.0,0.0006946083654234502,0.0,0.0,8.956143936425515e-05,0.0,0.004917926928194648,0.023930046134369706,0.0009564918412959538,0.0,0.0,0.008863919481271597,0.0,5.293870800821874e-06,0.0,0.0,0.0,0.003040114156753918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008421380517040137,0.0,0.0,0.0,0.060524778820344884,0.0,0.0,0.0,0.00012571002526661515,0.0,0.0,0.0,0.0,0.0,0.0,0.00041304552834783777,0.0,0.0,0.004423292410823303,0.007926281024557611,0.0,0.0,0.08276805902582986,0.007414622605927246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023152198312017605,0.0,4.052148308361335e-05,0.0,0.0,0.0003478104243640494,0.0,0.0002663598300159999,0.0010919610483479903,0.0,0.0,0.0,0.0004850646192041065,0.0012555226954416355,0.0,0.0,0.0005861844357146459,0.0,0.0,0.0,0.004022091477634641,0.0,0.004008965553144713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036014494829873724,0.0,0.004534964450003383,0.0,0.015941063474385637
IND,0.0,0.0,0.0,0.11474932623842568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.584205416276253e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003051482006726844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07434432853996442,0.06899418535123326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011452478502014952,0.0009407259694584381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4269588705989537e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07715566613328086,0.005862972012212986,0.0,0.0,0.0,0.0,0.0,0.040368723603806715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT,0.0003944318597359398,9.064663735508514e-09,6.236727939684178e-05,0.01407615927490568,0.0,3.9778882950033994e-05,0.0,0.0,0.0,0.01635232579400689,4.4600745856862986e-05,9.493987037764872e-05,0.0,0.0,7.367074176953731e-07,0.002135424376489394,0.010628718903177091,3.9302271767439415e-05,0.03611980101017117,8.192698567247519e-06,0.0006158209465224186,1.0717713866145613e-05,0.0,4.637325418874689e-07,0.0,0.14343077570032514,5.3878346295739415e-06,0.0014372784831279833,0.0,0.0,0.0,9.220344695911231e-07,0.020498448845555284,0.0,0.0,0.00025576223173612425,0.0008298964237201472,0.0,0.0015380467007104898,0.05904698190093675,0.00031472697800005473,0.0,0.0,1.1354706014650949e-05,0.0005381731794477449,0.052298334617085857,0.0,7.357369562320705e-06,0.0,4.134136340870077e-07,0.0,0.001022900926090131,0.001666738582318826,0.0,0.00014068210663535267,6.560950494381986e-05,0.0,0.0,0.0001448144549324821,0.0007665482407699109,1.2577924710702836e-05,0.0,0.00019062530687439207,9.5655616564486e-07,0.0,0.0,0.0007174740465303786,0.0,0.0006647831762985113,3.150909313224905e-05,0.0006137217849914837,0.0,0.0,1.603484080330881e-06,0.0,0.0003379310110955058,0.008530566431446462,0.0,0.0,0.0,8.597310344358007e-07,1.526649687741139e-06,0.0,0.00015411869428130637,0.000568813242472124,0.0006208348756133931,0.0,0.0,0.023507391521156547,0.0,0.00036484028876700115,0.0,0.0,0.0,2.144462771834113e-06,1.37276481433965e-07,6.810589742563126e-07,0.0017362136948549567,1.8725604297552154e-06,1.2448550227501794e-06,1.6973630316088842e-05,0.0,6.179284993094233e-06,0.0,0.0002560178332322282
